SEX,AGE,HCOVANY,EDUC,EMPSTAT,FTOTINC,VETSTAT,pov,BLACK
Female,41,With health insurance coverage,4+ years of college,Employed,190000,Not a veteran,0,0
Male,71,With health insurance coverage,High school,Not in labor force,33300,Veteran,0,0
Male,64,With health insurance coverage,Some college,Not in labor force,86400,Not a veteran,0,0
Male,58,With health insurance coverage,Some high school,Not in labor force,12000,Not a veteran,1,0
Female,39,No health insurance coverage,Some college,Employed,91000,Not a veteran,0,0
Female,72,With health insurance coverage,High school,Not in labor force,23300,Not a veteran,0,0
Female,66,With health insurance coverage,High school,Not in labor force,27400,Not a veteran,0,0
Male,32,With health insurance coverage,High school,Employed,203000,Not a veteran,0,1
Female,24,With health insurance coverage,Some college,Employed,110000,Not a veteran,0,0
Female,29,With health insurance coverage,Some college,Employed,62000,Not a veteran,0,0
Female,65,With health insurance coverage,High school,Employed,63000,Not a veteran,0,0
Female,67,With health insurance coverage,High school,Not in labor force,42300,Not a veteran,0,0
Female,68,With health insurance coverage,High school,Not in labor force,12300,Not a veteran,1,1
Male,76,With health insurance coverage,4+ years of college,Not in labor force,118300,Veteran,0,0
Female,95,With health insurance coverage,High school,Not in labor force,25300,Not a veteran,0,0
Female,41,With health insurance coverage,4+ years of college,Employed,659000,Not a veteran,0,0
Male,32,With health insurance coverage,High school,Employed,85000,Not a veteran,0,0
Male,50,With health insurance coverage,High school,Not in labor force,69100,Not a veteran,0,0
Male,45,With health insurance coverage,Some high school,Employed,23000,Not a veteran,0,0
Female,69,With health insurance coverage,4+ years of college,Not in labor force,45300,Not a veteran,0,0
Male,63,With health insurance coverage,4+ years of college,Employed,242000,Not a veteran,0,0
Female,65,With health insurance coverage,4+ years of college,Not in labor force,62200,Not a veteran,0,0
Female,29,With health insurance coverage,4+ years of college,Employed,131000,Not a veteran,0,0
Female,59,No health insurance coverage,Some high school,Unemployed,19800,Not a veteran,0,0
Male,45,With health insurance coverage,Some college,Employed,37000,Not a veteran,0,0
Male,46,With health insurance coverage,4+ years of college,Employed,95000,Not a veteran,0,0
Female,74,With health insurance coverage,High school,Not in labor force,47600,Not a veteran,0,0
Female,59,With health insurance coverage,Some college,Employed,43500,Not a veteran,0,0
Female,60,With health insurance coverage,4+ years of college,Employed,31000,Not a veteran,0,0
Male,42,With health insurance coverage,4+ years of college,Employed,228100,Not a veteran,0,0
Male,59,With health insurance coverage,Some college,Employed,10800,Not a veteran,1,0
Female,65,With health insurance coverage,4+ years of college,Employed,78000,Not a veteran,0,0
Male,72,With health insurance coverage,4+ years of college,Not in labor force,115300,Not a veteran,0,0
Male,45,With health insurance coverage,High school,Employed,39000,Not a veteran,0,0
Male,43,With health insurance coverage,Some high school,Employed,56400,Not a veteran,0,0
Female,74,With health insurance coverage,High school,Not in labor force,134000,Not a veteran,0,0
Female,35,With health insurance coverage,4+ years of college,Employed,173000,Not a veteran,0,0
Male,66,With health insurance coverage,Some college,Not in labor force,74000,Not a veteran,0,0
Male,49,With health insurance coverage,High school,Employed,80000,Not a veteran,0,0
Female,72,With health insurance coverage,High school,Not in labor force,32700,Not a veteran,0,0
Male,76,With health insurance coverage,4+ years of college,Not in labor force,181500,Not a veteran,0,0
Male,73,With health insurance coverage,4+ years of college,Employed,83200,Not a veteran,0,0
Male,78,With health insurance coverage,4+ years of college,Not in labor force,54700,Veteran,0,0
Male,65,With health insurance coverage,High school,Not in labor force,37000,Not a veteran,0,0
Female,84,With health insurance coverage,High school,Not in labor force,26600,Not a veteran,0,0
Female,65,With health insurance coverage,High school,Not in labor force,65820,Not a veteran,0,0
Female,84,With health insurance coverage,Some college,Not in labor force,20000,Not a veteran,0,0
Male,34,With health insurance coverage,Some college,Employed,92000,Not a veteran,0,0
Female,53,With health insurance coverage,Some college,Employed,16000,Not a veteran,1,0
Female,81,With health insurance coverage,Some high school,Not in labor force,36500,Not a veteran,0,1
Female,73,With health insurance coverage,Some college,Not in labor force,18930,Not a veteran,0,0
Male,60,With health insurance coverage,High school,Not in labor force,151800,Not a veteran,0,0
Male,73,With health insurance coverage,High school,Unemployed,24300,Veteran,0,1
Male,63,With health insurance coverage,Some college,Not in labor force,114700,Not a veteran,0,0
Male,69,With health insurance coverage,High school,Not in labor force,33600,Veteran,0,0
Female,72,With health insurance coverage,High school,Not in labor force,22200,Not a veteran,0,0
Female,65,With health insurance coverage,4+ years of college,Not in labor force,90000,Not a veteran,0,0
Female,49,With health insurance coverage,Some college,Employed,75000,Not a veteran,0,0
Female,32,With health insurance coverage,Some college,Employed,130000,Not a veteran,0,0
Male,51,With health insurance coverage,Some college,Employed,152000,Not a veteran,0,0
Female,67,With health insurance coverage,Some college,Employed,113000,Not a veteran,0,0
Male,69,With health insurance coverage,Some college,Not in labor force,16100,Veteran,0,0
Male,95,With health insurance coverage,Some college,Not in labor force,6200,Not a veteran,1,0
Male,35,With health insurance coverage,4+ years of college,Employed,110000,Not a veteran,0,0
Male,41,No health insurance coverage,High school,Employed,80000,Not a veteran,0,0
Female,57,With health insurance coverage,High school,Employed,101800,Not a veteran,0,0
Female,31,With health insurance coverage,Some college,Employed,489000,Not a veteran,0,0
Male,81,With health insurance coverage,High school,Not in labor force,22000,Veteran,0,0
Male,33,No health insurance coverage,Some high school,Employed,20000,Not a veteran,0,0
Female,58,With health insurance coverage,Some college,Unemployed,53900,Not a veteran,0,0
Female,59,With health insurance coverage,High school,Employed,38400,Not a veteran,0,0
Female,77,With health insurance coverage,4+ years of college,Not in labor force,252870,Not a veteran,0,0
Female,31,With health insurance coverage,4+ years of college,Employed,141000,Not a veteran,0,0
Male,65,With health insurance coverage,High school,Not in labor force,33300,Veteran,0,0
Female,31,With health insurance coverage,High school,Employed,10200,Not a veteran,1,0
Female,51,No health insurance coverage,Some high school,Employed,60270,Not a veteran,0,1
Female,55,With health insurance coverage,Some college,Employed,72000,Not a veteran,0,0
Female,86,With health insurance coverage,Some college,Not in labor force,17000,Not a veteran,0,1
Male,79,With health insurance coverage,High school,Not in labor force,77400,Veteran,0,0
Female,37,With health insurance coverage,High school,Not in labor force,0,Not a veteran,1,0
Female,80,With health insurance coverage,High school,Not in labor force,58000,Not a veteran,0,0
Male,61,With health insurance coverage,High school,Employed,77600,Not a veteran,0,0
Female,75,With health insurance coverage,4+ years of college,Not in labor force,169700,Not a veteran,0,0
Male,65,With health insurance coverage,4+ years of college,Employed,177000,Not a veteran,0,0
Female,56,With health insurance coverage,Some college,Employed,140900,Not a veteran,0,0
Female,36,With health insurance coverage,4+ years of college,Employed,65000,Not a veteran,0,0
Female,33,With health insurance coverage,High school,Unemployed,30000,Not a veteran,0,0
Male,61,No health insurance coverage,High school,Not in labor force,0,Not a veteran,1,0
Male,80,With health insurance coverage,Some college,Not in labor force,77700,Not a veteran,0,0
Female,45,With health insurance coverage,Some college,Employed,42300,Not a veteran,0,0
Male,95,With health insurance coverage,4+ years of college,Not in labor force,63800,Veteran,0,0
Female,58,With health insurance coverage,4+ years of college,Not in labor force,37300,Not a veteran,0,0
Female,39,With health insurance coverage,Some college,Employed,49800,Not a veteran,0,0
Male,68,With health insurance coverage,High school,Not in labor force,153700,Not a veteran,0,0
Male,30,With health insurance coverage,Some college,Employed,85000,Veteran,0,0
Male,75,With health insurance coverage,Some college,Not in labor force,16000,Veteran,0,0
Male,58,With health insurance coverage,Some college,Employed,53000,Not a veteran,0,0
Female,22,With health insurance coverage,High school,Employed,12280,Not a veteran,1,1
Female,74,With health insurance coverage,High school,Not in labor force,42210,Not a veteran,0,0
Male,70,With health insurance coverage,4+ years of college,Not in labor force,78800,Not a veteran,0,0
Female,73,With health insurance coverage,Some college,Not in labor force,51700,Not a veteran,0,0
Male,56,With health insurance coverage,High school,Employed,50000,Not a veteran,0,0
Female,59,With health insurance coverage,Some college,Employed,49300,Not a veteran,0,0
Female,67,With health insurance coverage,4+ years of college,Employed,61590,Not a veteran,0,0
Male,54,With health insurance coverage,High school,Employed,156000,Not a veteran,0,0
Male,50,With health insurance coverage,Some college,Employed,97100,Not a veteran,0,0
Female,83,With health insurance coverage,4+ years of college,Not in labor force,14000,Not a veteran,1,0
Female,33,With health insurance coverage,Some college,Employed,65000,Not a veteran,0,0
Male,60,With health insurance coverage,Some college,Employed,101000,Not a veteran,0,0
Female,88,With health insurance coverage,4+ years of college,Not in labor force,41100,Not a veteran,0,0
Female,59,With health insurance coverage,Some college,Employed,100000,Not a veteran,0,0
Male,62,With health insurance coverage,Some college,Employed,97400,Not a veteran,0,0
Male,40,With health insurance coverage,High school,Employed,75200,Veteran,0,0
Female,72,With health insurance coverage,Some college,Not in labor force,83310,Not a veteran,0,0
Male,81,With health insurance coverage,4+ years of college,Not in labor force,59300,Not a veteran,0,0
Male,56,With health insurance coverage,4+ years of college,Not in labor force,58700,Not a veteran,0,0
Male,64,With health insurance coverage,High school,Not in labor force,3150,Veteran,1,0
Female,73,With health insurance coverage,Some college,Unemployed,119800,Not a veteran,0,1
Female,69,With health insurance coverage,4+ years of college,Employed,299300,Not a veteran,0,0
Male,40,No health insurance coverage,High school,Employed,23400,Not a veteran,0,0
Female,58,With health insurance coverage,Some college,Employed,77700,Not a veteran,0,0
Male,81,With health insurance coverage,Some college,Not in labor force,76500,Veteran,0,0
Male,29,With health insurance coverage,4+ years of college,Employed,50000,Not a veteran,0,0
Male,35,With health insurance coverage,Some college,Employed,78000,Not a veteran,0,0
Female,45,With health insurance coverage,Some college,Employed,199400,Not a veteran,0,0
Male,79,With health insurance coverage,Some college,Not in labor force,47000,Veteran,0,0
Female,68,With health insurance coverage,Some college,Employed,31000,Not a veteran,0,0
Male,42,With health insurance coverage,Some college,Employed,152000,Not a veteran,0,0
Male,82,With health insurance coverage,4+ years of college,Not in labor force,103600,Not a veteran,0,0
Male,68,With health insurance coverage,Some college,Employed,101300,Not a veteran,0,0
Male,63,With health insurance coverage,Some high school,Not in labor force,20400,Not a veteran,0,1
Female,89,With health insurance coverage,Less than high school,Not in labor force,45000,Not a veteran,0,0
Female,56,With health insurance coverage,4+ years of college,Employed,133700,Not a veteran,0,0
Female,65,With health insurance coverage,4+ years of college,Not in labor force,8400,Not a veteran,1,0
Male,70,With health insurance coverage,Some college,Not in labor force,29800,Not a veteran,0,0
Female,49,With health insurance coverage,Some college,Employed,53000,Not a veteran,0,0
Female,63,No health insurance coverage,Some college,Not in labor force,59600,Not a veteran,0,0
Female,61,With health insurance coverage,Some college,Not in labor force,24000,Not a veteran,0,1
Female,50,With health insurance coverage,Some college,Employed,18500,Not a veteran,1,0
Female,74,With health insurance coverage,High school,Not in labor force,43200,Not a veteran,0,0
Female,51,With health insurance coverage,High school,Employed,54000,Not a veteran,0,0
Female,74,With health insurance coverage,4+ years of college,Not in labor force,2900,Not a veteran,1,0
Female,76,With health insurance coverage,4+ years of college,Not in labor force,110000,Not a veteran,0,0
Female,28,With health insurance coverage,4+ years of college,Employed,44500,Not a veteran,0,0
Male,57,With health insurance coverage,Some college,Employed,170200,Not a veteran,0,0
Male,67,With health insurance coverage,High school,Not in labor force,38000,Not a veteran,0,0
Male,74,With health insurance coverage,Some college,Not in labor force,88800,Not a veteran,0,0
Male,60,With health insurance coverage,Some high school,Not in labor force,29000,Not a veteran,0,0
Male,23,With health insurance coverage,Some college,Employed,50100,Not a veteran,0,0
Female,33,With health insurance coverage,4+ years of college,Employed,115000,Not a veteran,0,0
Female,52,With health insurance coverage,4+ years of college,Employed,112000,Not a veteran,0,0
Male,72,With health insurance coverage,4+ years of college,Not in labor force,76500,Veteran,0,0
Male,81,With health insurance coverage,High school,Not in labor force,44750,Not a veteran,0,0
Female,74,With health insurance coverage,4+ years of college,Not in labor force,129590,Not a veteran,0,0
Male,46,No health insurance coverage,Some college,Employed,11300,Not a veteran,1,0
Male,69,With health insurance coverage,High school,Not in labor force,19000,Not a veteran,0,0
Male,78,With health insurance coverage,Some college,Not in labor force,94000,Veteran,0,0
Female,53,With health insurance coverage,Some college,Employed,11200,Not a veteran,1,0
Male,60,With health insurance coverage,4+ years of college,Employed,100000,Not a veteran,0,0
Female,36,With health insurance coverage,Some college,Employed,65000,Not a veteran,0,0
Female,64,With health insurance coverage,4+ years of college,Not in labor force,78200,Not a veteran,0,0
Female,61,With health insurance coverage,4+ years of college,Not in labor force,16010,Not a veteran,0,0
Female,73,With health insurance coverage,High school,Not in labor force,36000,Not a veteran,0,0
Female,45,With health insurance coverage,4+ years of college,Employed,142500,Not a veteran,0,0
Male,48,With health insurance coverage,Some college,Employed,89370,Not a veteran,0,0
Male,34,With health insurance coverage,4+ years of college,Employed,164700,Not a veteran,0,0
Female,30,With health insurance coverage,High school,Not in labor force,42300,Not a veteran,0,0
Male,52,With health insurance coverage,Some college,Employed,110000,Not a veteran,0,0
Male,79,With health insurance coverage,High school,Not in labor force,63300,Not a veteran,0,0
Female,50,With health insurance coverage,4+ years of college,Employed,52000,Not a veteran,0,0
Male,71,With health insurance coverage,4+ years of college,Not in labor force,11100,Veteran,1,0
Male,76,With health insurance coverage,High school,Not in labor force,15200,Not a veteran,0,0
Female,59,With health insurance coverage,Some college,Employed,33600,Not a veteran,0,0
Male,62,With health insurance coverage,High school,Employed,65500,Not a veteran,0,0
Male,52,With health insurance coverage,Some college,Employed,230200,Veteran,0,0
Male,85,With health insurance coverage,High school,Not in labor force,38300,Not a veteran,0,0
Male,24,With health insurance coverage,High school,Employed,18500,Not a veteran,0,0
Male,73,With health insurance coverage,Some college,Not in labor force,39600,Veteran,0,0
Female,57,With health insurance coverage,Some college,Not in labor force,460000,Not a veteran,0,0
Female,60,With health insurance coverage,High school,Not in labor force,81100,Not a veteran,0,0
Male,62,With health insurance coverage,4+ years of college,Not in labor force,21000,Not a veteran,0,0
Male,26,With health insurance coverage,4+ years of college,Employed,100000,Not a veteran,0,0
Female,50,With health insurance coverage,Some college,Unemployed,28000,Not a veteran,0,0
Male,66,With health insurance coverage,High school,Employed,202000,Not a veteran,0,0
Female,60,With health insurance coverage,4+ years of college,Employed,82600,Not a veteran,0,1
Female,34,With health insurance coverage,Some college,Employed,75070,Not a veteran,0,0
Female,70,With health insurance coverage,High school,Not in labor force,12600,Not a veteran,1,0
Female,75,With health insurance coverage,Some college,Not in labor force,180850,Not a veteran,0,0
Female,87,With health insurance coverage,Some college,Not in labor force,33300,Not a veteran,0,0
Male,42,With health insurance coverage,4+ years of college,Not in labor force,0,Not a veteran,1,0
Male,67,With health insurance coverage,4+ years of college,Not in labor force,109300,Not a veteran,0,0
Male,40,With health insurance coverage,High school,Employed,64000,Not a veteran,0,0
Male,27,With health insurance coverage,High school,Employed,83300,Not a veteran,0,0
Male,64,With health insurance coverage,High school,Employed,84000,Not a veteran,0,0
Male,44,With health insurance coverage,Some college,Employed,38000,Not a veteran,0,0
Female,83,With health insurance coverage,High school,Not in labor force,21000,Not a veteran,0,0
Female,60,With health insurance coverage,4+ years of college,Not in labor force,709000,Not a veteran,0,0
Female,72,With health insurance coverage,4+ years of college,Not in labor force,233860,Not a veteran,0,0
Male,63,With health insurance coverage,4+ years of college,Employed,173000,Not a veteran,0,0
Female,46,With health insurance coverage,4+ years of college,Employed,33300,Not a veteran,0,0
Male,55,With health insurance coverage,High school,Not in labor force,11000,Not a veteran,1,0
Male,60,With health insurance coverage,High school,Employed,65500,Not a veteran,0,0
Male,71,With health insurance coverage,High school,Not in labor force,70200,Not a veteran,0,1
Female,41,With health insurance coverage,4+ years of college,Not in labor force,142000,Not a veteran,0,0
Female,50,With health insurance coverage,Some college,Employed,100900,Not a veteran,0,0
Female,68,With health insurance coverage,4+ years of college,Not in labor force,63400,Not a veteran,0,0
Male,48,With health insurance coverage,Some college,Employed,140000,Not a veteran,0,0
Male,74,With health insurance coverage,4+ years of college,Not in labor force,20100,Not a veteran,0,0
Male,63,With health insurance coverage,High school,Employed,47300,Not a veteran,0,0
Female,38,With health insurance coverage,Some high school,Not in labor force,900,Not a veteran,1,0
Female,61,With health insurance coverage,High school,Not in labor force,18000,Not a veteran,0,0
Male,75,With health insurance coverage,High school,Not in labor force,10500,Not a veteran,1,0
Male,41,With health insurance coverage,High school,Employed,195000,Not a veteran,0,0
Female,59,With health insurance coverage,High school,Not in labor force,33400,Not a veteran,0,0
Male,29,With health insurance coverage,4+ years of college,Employed,145000,Not a veteran,0,0
Male,57,With health insurance coverage,4+ years of college,Employed,549000,Not a veteran,0,0
Female,49,With health insurance coverage,High school,Employed,25400,Not a veteran,0,0
Male,42,With health insurance coverage,4+ years of college,Employed,30000,Not a veteran,0,0
Male,63,With health insurance coverage,High school,Not in labor force,68100,Not a veteran,0,0
Female,42,With health insurance coverage,4+ years of college,Employed,83700,Not a veteran,0,0
Male,42,With health insurance coverage,4+ years of college,Employed,489000,Not a veteran,0,1
Female,64,With health insurance coverage,High school,Not in labor force,12700,Not a veteran,1,0
Male,53,With health insurance coverage,High school,Employed,100500,Veteran,0,0
Male,42,With health insurance coverage,High school,Employed,42000,Not a veteran,0,0
Female,69,With health insurance coverage,4+ years of college,Not in labor force,54490,Not a veteran,0,0
Male,71,With health insurance coverage,Some college,Not in labor force,2700,Not a veteran,1,0
Male,80,With health insurance coverage,4+ years of college,Not in labor force,156000,Not a veteran,0,0
Male,40,With health insurance coverage,High school,Employed,66000,Not a veteran,0,0
Female,74,With health insurance coverage,Some college,Not in labor force,95200,Not a veteran,0,0
Female,87,With health insurance coverage,Some college,Not in labor force,8300,Not a veteran,1,0
Female,28,With health insurance coverage,High school,Employed,30000,Not a veteran,0,0
Male,33,With health insurance coverage,4+ years of college,Employed,75000,Not a veteran,0,0
Male,34,No health insurance coverage,4+ years of college,Employed,97000,Not a veteran,0,0
Male,85,With health insurance coverage,High school,Not in labor force,39200,Not a veteran,0,0
Male,40,With health insurance coverage,4+ years of college,Employed,280000,Not a veteran,0,0
Male,61,With health insurance coverage,High school,Employed,165000,Not a veteran,0,0
Female,69,With health insurance coverage,High school,Not in labor force,17000,Not a veteran,1,0
Female,75,With health insurance coverage,High school,Not in labor force,44100,Not a veteran,0,0
Female,36,With health insurance coverage,4+ years of college,Employed,58500,Not a veteran,0,1
Male,84,With health insurance coverage,High school,Not in labor force,97300,Not a veteran,0,0
Female,74,With health insurance coverage,4+ years of college,Not in labor force,27000,Not a veteran,0,0
Female,49,With health insurance coverage,4+ years of college,Employed,123000,Not a veteran,0,0
Male,43,With health insurance coverage,High school,Unemployed,60000,Not a veteran,0,0
Female,39,With health insurance coverage,4+ years of college,Employed,190000,Not a veteran,0,0
Male,62,With health insurance coverage,High school,Employed,115000,Not a veteran,0,0
Female,68,With health insurance coverage,Some college,Not in labor force,48300,Not a veteran,0,0
Female,95,With health insurance coverage,High school,Not in labor force,19200,Not a veteran,0,0
Female,38,With health insurance coverage,4+ years of college,Employed,62000,Not a veteran,0,0
Female,36,With health insurance coverage,4+ years of college,Employed,189000,Not a veteran,0,0
Female,34,With health insurance coverage,4+ years of college,Not in labor force,35000,Not a veteran,0,0
Male,45,With health insurance coverage,High school,Not in labor force,42400,Not a veteran,0,0
Female,32,With health insurance coverage,4+ years of college,Employed,270000,Not a veteran,0,0
Female,64,With health insurance coverage,4+ years of college,Employed,61000,Not a veteran,0,0
Female,76,With health insurance coverage,4+ years of college,Not in labor force,107800,Not a veteran,0,0
Female,27,With health insurance coverage,4+ years of college,Employed,85000,Not a veteran,0,0
Female,30,With health insurance coverage,4+ years of college,Not in labor force,65000,Not a veteran,0,0
Male,89,With health insurance coverage,Some college,Not in labor force,18400,Veteran,0,0
Female,77,With health insurance coverage,High school,Not in labor force,20300,Not a veteran,0,1
Male,80,With health insurance coverage,4+ years of college,Not in labor force,108700,Not a veteran,0,0
Female,45,With health insurance coverage,High school,Employed,33000,Not a veteran,0,0
Female,49,With health insurance coverage,4+ years of college,Employed,646200,Not a veteran,0,0
Female,56,With health insurance coverage,4+ years of college,Employed,145000,Not a veteran,0,1
Male,74,With health insurance coverage,4+ years of college,Not in labor force,51900,Not a veteran,0,0
Female,95,With health insurance coverage,High school,Not in labor force,1000,Not a veteran,1,0
Female,88,With health insurance coverage,High school,Not in labor force,14970,Not a veteran,0,0
Female,53,With health insurance coverage,High school,Employed,42800,Not a veteran,0,0
Female,27,With health insurance coverage,Some college,Unemployed,300,Not a veteran,1,0
Male,75,With health insurance coverage,Some college,Not in labor force,116500,Veteran,0,0
Male,70,With health insurance coverage,Some college,Employed,80300,Not a veteran,0,0
Female,63,With health insurance coverage,Less than high school,Not in labor force,56000,Not a veteran,0,0
Female,33,With health insurance coverage,Some college,Employed,114000,Not a veteran,0,0
Male,79,With health insurance coverage,High school,Not in labor force,21500,Veteran,0,0
Male,73,With health insurance coverage,4+ years of college,Not in labor force,147600,Not a veteran,0,0
Male,67,With health insurance coverage,Some college,Not in labor force,5400,Not a veteran,1,0
Male,27,With health insurance coverage,Some college,Employed,61900,Not a veteran,0,0
Male,67,With health insurance coverage,Some college,Not in labor force,46700,Veteran,0,0
Female,65,With health insurance coverage,High school,Not in labor force,89000,Not a veteran,0,0
Female,79,With health insurance coverage,High school,Not in labor force,99800,Not a veteran,0,0
Male,42,With health insurance coverage,Some college,Employed,77800,Not a veteran,0,1
Male,52,With health insurance coverage,4+ years of college,Employed,283000,Veteran,0,0
Male,60,With health insurance coverage,4+ years of college,Employed,139400,Not a veteran,0,0
Female,39,With health insurance coverage,4+ years of college,Employed,53000,Not a veteran,0,0
Female,67,With health insurance coverage,4+ years of college,Employed,142000,Not a veteran,0,1
Male,40,With health insurance coverage,Some college,Employed,119000,Not a veteran,0,0
Male,33,With health insurance coverage,4+ years of college,Employed,128000,Not a veteran,0,0
Male,66,With health insurance coverage,High school,Not in labor force,47100,Not a veteran,0,0
Male,43,With health insurance coverage,4+ years of college,Employed,210000,Not a veteran,0,0
Female,40,With health insurance coverage,Some college,Employed,128000,Not a veteran,0,0
Female,66,With health insurance coverage,Some college,Not in labor force,74100,Not a veteran,0,0
Female,67,With health insurance coverage,High school,Not in labor force,13500,Not a veteran,1,0
Female,31,No health insurance coverage,Some college,Employed,12000,Not a veteran,1,0
Male,59,With health insurance coverage,High school,Employed,70000,Not a veteran,0,0
Female,20,With health insurance coverage,Some college,Not in labor force,7500,Not a veteran,1,0
Male,70,With health insurance coverage,4+ years of college,Not in labor force,123090,Not a veteran,0,0
Male,37,With health insurance coverage,Some college,Employed,31000,Not a veteran,1,1
Female,75,With health insurance coverage,4+ years of college,Not in labor force,75380,Not a veteran,0,0
Male,86,With health insurance coverage,High school,Not in labor force,29500,Veteran,0,0
Female,73,With health insurance coverage,High school,Not in labor force,204100,Not a veteran,0,0
Female,41,With health insurance coverage,4+ years of college,Employed,35500,Not a veteran,0,0
Female,58,With health insurance coverage,4+ years of college,Employed,39800,Not a veteran,0,0
Male,84,With health insurance coverage,Some college,Not in labor force,89300,Veteran,0,0
Female,63,With health insurance coverage,4+ years of college,Not in labor force,495800,Not a veteran,0,0
Male,60,With health insurance coverage,High school,Employed,133000,Veteran,0,0
Female,77,With health insurance coverage,High school,Not in labor force,22700,Not a veteran,0,1
Male,25,With health insurance coverage,4+ years of college,Employed,52000,Not a veteran,0,0
Male,83,With health insurance coverage,Some college,Not in labor force,53600,Not a veteran,0,0
Male,43,With health insurance coverage,4+ years of college,Employed,125100,Not a veteran,0,0
Male,56,With health insurance coverage,High school,Employed,52500,Not a veteran,0,0
Female,46,With health insurance coverage,4+ years of college,Employed,63100,Not a veteran,0,0
Male,67,With health insurance coverage,Some college,Not in labor force,57000,Not a veteran,0,0
Female,79,With health insurance coverage,Less than high school,Not in labor force,68600,Not a veteran,0,0
Female,71,With health insurance coverage,High school,Not in labor force,57200,Not a veteran,0,0
Male,59,With health insurance coverage,Some college,Employed,25000,Not a veteran,0,0
Male,41,With health insurance coverage,4+ years of college,Not in labor force,3000,Not a veteran,1,0
Male,71,With health insurance coverage,4+ years of college,Not in labor force,70700,Not a veteran,0,0
Male,74,With health insurance coverage,Some college,Not in labor force,35100,Not a veteran,0,0
Male,76,With health insurance coverage,4+ years of college,Employed,102200,Not a veteran,0,0
Female,68,With health insurance coverage,4+ years of college,Employed,59100,Not a veteran,0,1
Female,87,With health insurance coverage,High school,Not in labor force,54100,Not a veteran,0,0
Male,63,With health insurance coverage,4+ years of college,Employed,125000,Veteran,0,0
Female,60,With health insurance coverage,High school,Employed,97000,Not a veteran,0,0
Female,35,With health insurance coverage,High school,Not in labor force,27600,Not a veteran,1,0
Male,49,With health insurance coverage,Some college,Employed,71000,Not a veteran,0,1
Female,78,With health insurance coverage,4+ years of college,Not in labor force,4100,Not a veteran,1,0
Female,30,With health insurance coverage,Some college,Employed,38000,Not a veteran,0,0
Male,70,With health insurance coverage,4+ years of college,Not in labor force,156400,Not a veteran,0,0
Female,58,With health insurance coverage,High school,Employed,9940,Not a veteran,1,1
Male,53,With health insurance coverage,4+ years of college,Employed,535000,Not a veteran,0,0
Female,74,With health insurance coverage,4+ years of college,Not in labor force,27530,Not a veteran,0,0
Female,63,With health insurance coverage,High school,Not in labor force,8000,Not a veteran,1,0
Female,83,With health insurance coverage,High school,Employed,8300,Not a veteran,1,0
Male,37,With health insurance coverage,High school,Unemployed,14000,Not a veteran,1,0
Female,77,With health insurance coverage,Some college,Not in labor force,41700,Not a veteran,0,0
Female,57,With health insurance coverage,High school,Employed,87200,Not a veteran,0,0
Female,39,With health insurance coverage,Some college,Employed,70000,Not a veteran,0,0
Female,62,With health insurance coverage,High school,Not in labor force,85500,Veteran,0,0
Female,72,With health insurance coverage,Some high school,Not in labor force,393270,Not a veteran,0,0
Male,68,With health insurance coverage,Some college,Not in labor force,50600,Veteran,0,0
Female,47,With health insurance coverage,4+ years of college,Employed,175000,Not a veteran,0,0
Male,42,With health insurance coverage,4+ years of college,Employed,355000,Not a veteran,0,0
Female,54,With health insurance coverage,4+ years of college,Not in labor force,115500,Not a veteran,0,0
Male,75,With health insurance coverage,Some college,Not in labor force,26100,Not a veteran,1,0
Female,65,With health insurance coverage,High school,Not in labor force,20300,Not a veteran,0,1
Male,68,With health insurance coverage,4+ years of college,Not in labor force,33500,Not a veteran,0,1
Female,81,With health insurance coverage,High school,Employed,18200,Not a veteran,0,0
Male,84,With health insurance coverage,4+ years of college,Not in labor force,380000,Not a veteran,0,0
Male,95,With health insurance coverage,4+ years of college,Not in labor force,78400,Veteran,0,0
Female,61,With health insurance coverage,High school,Employed,54500,Not a veteran,0,0
Female,64,With health insurance coverage,Some college,Not in labor force,56200,Not a veteran,0,0
Female,32,With health insurance coverage,High school,Employed,32000,Not a veteran,0,0
Male,71,With health insurance coverage,High school,Not in labor force,110500,Veteran,0,0
Female,80,With health insurance coverage,4+ years of college,Employed,201800,Not a veteran,0,0
Female,66,With health insurance coverage,High school,Not in labor force,21600,Not a veteran,0,0
Male,74,With health insurance coverage,Some college,Not in labor force,39100,Not a veteran,0,0
Female,75,With health insurance coverage,4+ years of college,Not in labor force,15400,Not a veteran,0,0
Male,76,With health insurance coverage,High school,Not in labor force,67700,Veteran,0,0
Male,61,No health insurance coverage,High school,Employed,505000,Not a veteran,0,0
Female,41,With health insurance coverage,4+ years of college,Employed,92000,Not a veteran,0,0
Female,29,With health insurance coverage,Some college,Employed,20000,Not a veteran,0,0
Male,24,With health insurance coverage,4+ years of college,Employed,45000,Not a veteran,0,0
Female,55,With health insurance coverage,Some college,Employed,98000,Veteran,0,0
Male,32,With health insurance coverage,High school,Employed,10800,Not a veteran,1,0
Female,42,With health insurance coverage,4+ years of college,Not in labor force,349000,Not a veteran,0,0
Female,86,With health insurance coverage,4+ years of college,Not in labor force,253200,Not a veteran,0,0
Female,31,With health insurance coverage,Some college,Employed,23000,Not a veteran,0,0
Male,27,With health insurance coverage,High school,Employed,43000,Not a veteran,0,0
